country,amount,success,PSP,3D_secured,card,hour,day,day_of_week,multiple_attempts,retry_count
Germany,212,0,Moneycard,0,Visa,9,16,2,0,23
Germany,109,1,UK_Card,0,Master,9,16,2,0,4
Germany,368,0,UK_Card,0,Master,9,16,2,0,12
Germany,368,0,UK_Card,0,Master,9,16,2,1,13
Germany,368,0,Moneycard,0,Master,9,16,2,1,14
Germany,368,0,Simplecard,0,Master,9,16,2,1,15
Germany,368,0,UK_Card,0,Master,9,16,2,1,16
Austria,254,0,UK_Card,0,Master,9,16,2,0,3
Austria,254,0,UK_Card,0,Master,9,16,2,1,4
Germany,206,0,Simplecard,0,Master,9,16,2,0,20
Germany,206,0,Goldcard,0,Master,9,16,2,1,21
Germany,206,0,Simplecard,0,Master,9,16,2,1,22
Germany,251,1,Simplecard,0,Diners,9,16,2,0,23
Switzerland,157,1,UK_Card,0,Master,9,16,2,0,9
Germany,134,0,UK_Card,0,Visa,9,16,2,0,2
Germany,134,0,Moneycard,0,Visa,9,16,2,1,3
Austria,141,0,UK_Card,0,Diners,9,16,2,0,0
Austria,141,0,Simplecard,0,Diners,9,16,2,1,1
Germany,122,1,UK_Card,0,Master,9,16,2,0,6
Switzerland,275,0,Simplecard,1,Master,9,16,2,0,5
Germany,240,0,Simplecard,0,Master,9,16,2,0,9
Germany,240,0,Simplecard,0,Master,10,16,2,1,10
Germany,240,0,Goldcard,0,Master,10,16,2,1,11
Germany,240,0,UK_Card,0,Master,10,16,2,1,12
Germany,240,0,UK_Card,0,Master,10,16,2,1,13
Switzerland,119,0,Moneycard,1,Master,10,16,2,0,6
Germany,267,0,Simplecard,0,Visa,10,16,2,0,25
Germany,223,1,Moneycard,0,Master,10,16,2,0,17
Germany,53,1,Moneycard,0,Master,10,16,2,0,2
Germany,176,0,Moneycard,0,Visa,10,16,2,0,3
Switzerland,118,0,Moneycard,0,Master,10,16,2,0,11
Germany,342,0,UK_Card,0,Visa,10,16,2,0,2
Germany,342,0,UK_Card,0,Visa,10,16,2,1,3
Germany,228,0,Moneycard,0,Diners,10,16,2,0,14
Germany,291,1,UK_Card,1,Master,10,16,2,0,18
Switzerland,71,0,UK_Card,0,Visa,10,16,2,0,0
Switzerland,71,0,UK_Card,0,Visa,10,16,2,1,1
Austria,30,1,Moneycard,1,Master,10,16,2,0,2
Austria,117,1,Goldcard,1,Visa,10,16,2,0,1
Germany,358,0,Simplecard,0,Visa,10,16,2,0,1
Germany,358,0,UK_Card,0,Visa,10,16,2,1,2
Germany,358,0,UK_Card,0,Visa,10,16,2,1,3
Austria,264,0,Moneycard,0,Master,10,16,2,0,4
Austria,264,0,UK_Card,0,Master,10,16,2,1,5
Germany,198,1,Simplecard,1,Diners,10,16,2,0,7
Germany,177,0,UK_Card,1,Master,10,16,2,0,21
Germany,177,0,UK_Card,1,Master,10,16,2,1,22
Germany,177,0,UK_Card,1,Master,10,16,2,1,23
Germany,177,0,UK_Card,1,Master,10,16,2,1,24
Germany,177,0,Moneycard,1,Master,10,16,2,1,25
Austria,234,0,UK_Card,1,Master,10,16,2,0,7
Austria,234,0,UK_Card,1,Master,10,16,2,1,8
Germany,280,0,Simplecard,0,Master,10,16,2,0,13
Germany,262,0,UK_Card,1,Master,11,16,2,0,15
Germany,262,0,Simplecard,1,Master,11,16,2,1,16
Austria,185,0,UK_Card,0,Diners,11,16,2,0,0
Austria,185,0,Moneycard,0,Diners,11,16,2,1,1
Germany,334,1,Goldcard,0,Master,11,16,2,0,0
Switzerland,175,0,Moneycard,1,Master,11,16,2,0,2
Germany,201,0,Goldcard,0,Diners,11,16,2,0,14
Germany,201,0,Simplecard,0,Diners,11,16,2,1,15
Germany,89,0,Goldcard,0,Visa,11,16,2,0,10
Germany,44,1,Moneycard,1,Visa,11,16,2,0,4
Switzerland,311,0,Moneycard,0,Visa,11,16,2,0,1
Austria,38,0,UK_Card,0,Master,11,16,2,0,2
Austria,38,0,UK_Card,0,Master,11,16,2,1,3
Austria,38,0,UK_Card,0,Master,11,16,2,1,4
Switzerland,234,0,Simplecard,0,Visa,11,16,2,0,8
Germany,148,1,UK_Card,0,Master,11,16,2,0,12
Austria,285,0,UK_Card,0,Diners,11,16,2,0,4
Austria,285,1,Simplecard,0,Diners,11,16,2,1,5
Germany,139,0,Simplecard,0,Master,11,16,2,0,16
Germany,139,0,Moneycard,0,Master,11,16,2,1,17
Germany,240,1,Moneycard,0,Master,11,16,2,0,13
Germany,152,1,UK_Card,0,Master,11,16,2,0,15
Switzerland,282,0,Simplecard,0,Visa,11,16,2,0,2
Germany,195,0,Simplecard,0,Visa,11,16,2,0,21
Austria,107,0,Goldcard,0,Diners,11,16,2,0,2
Switzerland,260,0,Moneycard,0,Master,11,16,2,0,12
Germany,78,0,Goldcard,0,Master,11,16,2,0,16
Switzerland,107,1,UK_Card,0,Diners,12,16,2,0,0
Germany,144,0,UK_Card,0,Master,12,16,2,0,15
Germany,144,1,UK_Card,0,Master,12,16,2,1,16
Austria,310,1,Simplecard,0,Master,12,16,2,0,7
Switzerland,310,1,Simplecard,1,Master,12,16,2,0,1
Austria,306,0,Moneycard,1,Master,12,16,2,0,0
Germany,192,0,UK_Card,1,Master,12,16,2,0,32
Germany,192,0,UK_Card,1,Master,12,16,2,1,33
Germany,192,0,Simplecard,1,Master,12,16,2,1,34
Germany,192,0,Moneycard,1,Master,12,16,2,1,35
Germany,113,0,Goldcard,1,Master,12,16,2,0,17
Germany,47,1,Simplecard,1,Master,12,16,2,0,8
Germany,233,0,Moneycard,0,Master,12,16,2,0,22
Austria,124,1,UK_Card,1,Master,12,16,2,0,0
Germany,168,1,UK_Card,1,Diners,12,16,2,0,18
Switzerland,245,0,UK_Card,0,Master,12,16,2,0,1
Switzerland,245,1,Goldcard,0,Master,12,16,2,1,2
Germany,236,0,Simplecard,0,Master,12,16,2,0,19
Germany,303,0,Simplecard,1,Master,12,16,2,0,3
Germany,238,0,Simplecard,0,Master,12,16,2,0,12
Germany,238,0,Goldcard,0,Master,12,16,2,1,13
Germany,202,0,Simplecard,0,Master,12,16,2,0,29
Germany,291,0,Simplecard,1,Master,12,16,2,0,18
Austria,205,0,UK_Card,0,Master,12,16,2,0,3
Austria,205,0,UK_Card,0,Master,12,16,2,1,4
Austria,205,0,Moneycard,0,Master,12,16,2,1,5
Austria,205,0,Simplecard,0,Master,12,16,2,1,6
Germany,234,0,UK_Card,1,Master,12,16,2,0,20
Germany,234,0,UK_Card,1,Master,12,16,2,1,21
Switzerland,129,0,UK_Card,0,Master,12,16,2,0,4
Switzerland,129,1,UK_Card,0,Master,12,16,2,1,5
Germany,254,0,UK_Card,0,Master,12,16,2,0,17
Switzerland,216,0,Simplecard,0,Visa,13,16,2,0,1
Switzerland,216,0,Moneycard,0,Visa,13,16,2,1,2
Switzerland,216,0,UK_Card,0,Visa,13,16,2,1,3
Germany,173,0,Simplecard,0,Master,13,16,2,0,26
Germany,255,0,UK_Card,0,Visa,13,16,2,0,14
Germany,255,0,UK_Card,0,Visa,13,16,2,1,15
Germany,255,1,Goldcard,0,Visa,13,16,2,1,16
Germany,102,0,Goldcard,0,Master,13,16,2,0,15
Germany,357,1,UK_Card,0,Master,13,16,2,0,14
Austria,142,0,Moneycard,1,Master,13,16,2,0,0
Austria,142,0,UK_Card,1,Master,13,16,2,1,1
Germany,277,0,Goldcard,0,Master,13,16,2,0,9
Austria,258,0,UK_Card,0,Visa,13,16,2,0,7
Austria,258,0,UK_Card,0,Visa,13,16,2,1,8
Austria,258,1,Simplecard,0,Visa,13,16,2,1,9
Germany,192,0,UK_Card,0,Master,13,16,2,0,35
Germany,192,0,Simplecard,0,Master,13,16,2,1,36
Germany,192,1,UK_Card,0,Master,13,16,2,1,37
Austria,240,0,UK_Card,1,Diners,13,16,2,0,1
Germany,115,1,Moneycard,0,Master,13,16,2,0,7
Germany,76,0,UK_Card,0,Master,13,16,2,0,2
Germany,76,1,UK_Card,0,Master,13,16,2,1,3
Germany,340,0,Simplecard,0,Visa,13,16,2,0,12
Germany,340,0,UK_Card,0,Visa,13,16,2,1,13
Germany,340,1,Simplecard,0,Visa,13,16,2,1,14
Germany,167,1,UK_Card,0,Diners,13,16,2,0,4
Germany,333,0,Moneycard,0,Diners,13,16,2,0,5
Germany,318,0,UK_Card,0,Visa,13,16,2,0,10
Germany,318,0,UK_Card,0,Visa,13,16,2,1,11
Germany,318,0,UK_Card,0,Visa,13,16,2,1,12
Germany,318,0,UK_Card,0,Visa,13,16,2,1,13
Germany,318,0,UK_Card,0,Visa,13,16,2,1,14
Germany,318,0,Moneycard,0,Visa,13,16,2,1,15
Germany,200,0,UK_Card,1,Visa,13,16,2,0,16
Germany,200,1,Moneycard,1,Visa,13,16,2,1,17
Germany,200,0,UK_Card,0,Master,13,16,2,0,17
Switzerland,357,0,UK_Card,0,Master,13,16,2,0,1
Switzerland,357,0,Simplecard,0,Master,13,16,2,1,2
Switzerland,357,0,UK_Card,0,Master,13,16,2,1,3
Switzerland,357,0,UK_Card,0,Master,13,16,2,1,4
Switzerland,357,0,Moneycard,0,Master,13,16,2,1,5
Germany,262,0,UK_Card,0,Diners,13,16,2,0,16
Germany,262,0,UK_Card,0,Diners,13,16,2,1,17
Germany,262,1,UK_Card,0,Diners,13,16,2,1,18
Germany,180,0,UK_Card,1,Master,14,16,2,0,7
Germany,180,0,UK_Card,1,Master,14,16,2,1,8
Germany,238,0,UK_Card,0,Diners,14,16,2,0,13
Switzerland,326,0,Moneycard,0,Master,14,16,2,0,6
Germany,131,0,UK_Card,0,Master,14,16,2,0,15
Germany,131,1,Moneycard,0,Master,14,16,2,1,16
Germany,92,0,Simplecard,0,Master,14,16,2,0,28
Germany,92,1,UK_Card,0,Master,14,16,2,1,29
Austria,185,0,UK_Card,0,Diners,14,16,2,0,1
Austria,185,1,UK_Card,0,Diners,14,16,2,1,2
Austria,200,0,Moneycard,0,Visa,14,16,2,0,11
Austria,113,0,Moneycard,0,Master,14,16,2,0,2
Austria,113,0,UK_Card,0,Master,14,16,2,1,3
Germany,145,1,Moneycard,0,Master,14,16,2,0,12
Austria,61,0,Goldcard,0,Visa,14,16,2,0,1
Germany,46,1,Goldcard,0,Master,14,16,2,0,16
Austria,226,0,Simplecard,0,Visa,14,16,2,0,5
Switzerland,121,0,UK_Card,1,Master,14,16,2,0,5
Switzerland,121,0,Simplecard,1,Master,14,16,2,1,6
Switzerland,121,1,Moneycard,1,Master,14,16,2,1,7
Austria,66,0,Simplecard,1,Master,14,16,2,0,0
Austria,66,0,Moneycard,1,Master,14,16,2,1,1
Switzerland,227,0,Simplecard,1,Master,14,16,2,0,5
Switzerland,40,0,UK_Card,0,Master,14,16,2,0,5
Switzerland,40,0,UK_Card,0,Master,14,16,2,1,6
Germany,211,0,UK_Card,0,Diners,14,16,2,0,19
Germany,211,0,UK_Card,0,Diners,14,16,2,1,20
Germany,396,1,Goldcard,0,Master,14,16,2,0,0
Germany,265,1,Simplecard,0,Master,14,16,2,0,14
Austria,259,0,Simplecard,0,Master,14,16,2,0,4
Austria,259,0,Moneycard,0,Master,14,16,2,1,5
Austria,259,0,UK_Card,0,Master,14,16,2,1,6
Austria,259,0,Moneycard,0,Master,14,16,2,1,7
Germany,241,0,UK_Card,0,Master,14,16,2,0,5
Germany,241,1,Simplecard,0,Master,14,16,2,1,6
Germany,43,0,Moneycard,0,Master,15,16,2,0,10
Germany,43,0,Moneycard,0,Master,15,16,2,1,11
Germany,43,0,UK_Card,0,Master,15,16,2,1,12
Germany,43,0,Moneycard,0,Master,15,16,2,1,13
Germany,43,0,UK_Card,0,Master,15,16,2,1,14
Germany,141,0,UK_Card,0,Visa,15,16,2,0,17
Germany,141,0,Simplecard,0,Visa,15,16,2,1,18
Germany,141,0,UK_Card,0,Visa,15,16,2,1,19
Germany,141,0,UK_Card,0,Visa,15,16,2,1,20
Germany,141,0,UK_Card,0,Visa,15,16,2,1,21
Germany,141,0,UK_Card,0,Visa,15,16,2,1,22
Germany,141,1,Moneycard,0,Visa,15,16,2,1,23
Austria,132,1,UK_Card,0,Master,15,16,2,0,6
Germany,200,1,Moneycard,0,Master,15,16,2,0,17
Germany,146,1,Moneycard,0,Master,15,16,2,0,16
Germany,48,0,UK_Card,1,Master,15,16,2,0,16
Germany,48,1,UK_Card,1,Master,15,16,2,1,17
Germany,204,0,UK_Card,0,Master,15,16,2,0,19
Germany,204,0,Moneycard,0,Master,15,16,2,1,20
Germany,222,0,UK_Card,1,Master,15,16,2,0,29
Germany,222,1,Moneycard,1,Master,15,16,2,1,30
Switzerland,180,0,UK_Card,0,Diners,15,16,2,0,4
Germany,23,1,UK_Card,0,Master,15,16,2,0,0
Germany,48,0,UK_Card,1,Master,15,16,2,0,17
Germany,48,1,UK_Card,1,Master,15,16,2,1,18
Germany,399,0,UK_Card,1,Master,15,16,2,0,1
Germany,399,0,UK_Card,1,Master,15,16,2,1,2
Germany,120,0,UK_Card,1,Master,15,16,2,0,10
Germany,120,0,Moneycard,1,Master,15,16,2,1,11
Germany,120,0,UK_Card,1,Master,15,16,2,1,12
Switzerland,368,0,UK_Card,0,Master,15,16,2,0,0
Switzerland,296,0,UK_Card,0,Diners,15,16,2,0,3
Switzerland,296,0,Moneycard,0,Diners,15,16,2,1,4
Switzerland,296,1,UK_Card,0,Diners,15,16,2,1,5
Germany,342,0,UK_Card,0,Master,15,16,2,0,3
Germany,342,0,UK_Card,0,Master,15,16,2,1,4
Germany,264,1,Simplecard,1,Visa,15,16,2,0,10
Austria,160,0,Simplecard,0,Master,16,16,2,0,4
Austria,160,0,Moneycard,0,Master,16,16,2,1,5
Austria,160,0,UK_Card,0,Master,16,16,2,1,6
Austria,200,0,Goldcard,0,Master,16,16,2,0,11
Germany,87,0,Goldcard,0,Master,16,16,2,0,16
Austria,241,0,UK_Card,1,Master,16,16,2,0,4
Austria,241,0,UK_Card,1,Master,16,16,2,1,5
Austria,87,0,Simplecard,1,Master,16,16,2,0,4
Austria,97,0,Simplecard,1,Master,16,16,2,0,2
Germany,381,0,Simplecard,0,Visa,16,16,2,0,7
Germany,230,1,Moneycard,0,Master,16,16,2,0,15
Germany,229,0,UK_Card,0,Master,16,16,2,0,10
Germany,181,1,Simplecard,0,Master,16,16,2,0,12
Austria,68,0,UK_Card,0,Master,16,16,2,0,0
Austria,68,0,UK_Card,0,Master,16,16,2,1,1
Austria,68,1,Simplecard,0,Master,16,16,2,1,2
Germany,267,0,Moneycard,0,Diners,16,16,2,0,25
Germany,209,0,UK_Card,0,Master,16,16,2,0,15
Germany,164,0,UK_Card,1,Master,16,16,2,0,25
Germany,164,0,Simplecard,1,Master,16,16,2,1,26
Germany,245,0,UK_Card,0,Master,16,16,2,0,8
Germany,245,0,UK_Card,0,Master,16,16,2,1,9
Germany,245,0,UK_Card,0,Master,16,16,2,1,10
Switzerland,292,1,Moneycard,0,Master,16,16,2,0,2
Germany,37,0,UK_Card,0,Master,16,16,2,0,12
Germany,202,0,UK_Card,0,Master,16,16,2,0,29
Germany,202,0,Simplecard,0,Master,16,16,2,1,30
Germany,202,0,UK_Card,0,Master,16,16,2,1,31
Germany,202,1,Moneycard,0,Master,16,16,2,1,32
Germany,156,1,Moneycard,0,Master,16,16,2,0,19
Germany,246,0,UK_Card,0,Visa,16,16,2,0,9
Germany,271,0,UK_Card,0,Master,16,16,2,0,11
Germany,271,0,UK_Card,0,Master,16,16,2,1,12
Germany,271,0,UK_Card,0,Master,16,16,2,1,13
Switzerland,153,0,UK_Card,0,Master,16,16,2,0,2
Switzerland,153,0,Simplecard,0,Master,16,16,2,1,3
Austria,163,0,Simplecard,0,Master,17,16,2,0,6
Germany,49,0,UK_Card,0,Master,17,16,2,0,4
Germany,265,0,UK_Card,0,Master,17,16,2,0,14
Germany,105,0,UK_Card,0,Visa,17,16,2,0,17
Germany,105,0,UK_Card,0,Visa,17,16,2,1,18
Germany,105,0,UK_Card,0,Visa,17,16,2,1,19
Germany,243,0,Moneycard,0,Master,17,16,2,0,4
Germany,243,0,UK_Card,0,Master,17,16,2,1,5
Germany,358,1,Moneycard,0,Master,17,16,2,0,3
Austria,112,0,Simplecard,1,Master,17,16,2,0,2
Germany,124,1,Goldcard,0,Master,17,16,2,0,7
Switzerland,193,0,UK_Card,0,Master,17,16,2,0,4
Germany,143,0,Simplecard,0,Visa,17,16,2,0,17
Germany,143,0,Moneycard,0,Visa,17,16,2,1,18
Germany,143,1,UK_Card,0,Visa,17,16,2,1,19
Germany,338,1,UK_Card,1,Master,17,16,2,0,14
Germany,34,0,UK_Card,0,Visa,17,16,2,0,8
Germany,34,0,Simplecard,0,Visa,17,16,2,1,9
Germany,119,0,Simplecard,0,Master,17,16,2,0,16
Austria,128,1,Simplecard,1,Master,17,16,2,0,0
Switzerland,135,0,Simplecard,0,Visa,17,16,2,0,5
Germany,280,0,UK_Card,0,Visa,17,16,2,0,13
Germany,292,0,Simplecard,0,Diners,17,16,2,0,4
Germany,270,0,UK_Card,0,Master,17,16,2,0,9
Germany,270,1,UK_Card,0,Master,17,16,2,1,10
Germany,8,0,Simplecard,1,Visa,17,16,2,0,1
Germany,8,0,UK_Card,1,Visa,17,16,2,1,2
Germany,30,1,Moneycard,0,Master,17,16,2,0,4
Switzerland,158,0,Simplecard,0,Master,18,16,2,0,6
Germany,127,0,Simplecard,0,Visa,18,16,2,1,18
Germany,127,0,UK_Card,0,Visa,18,16,2,0,17
Germany,421,0,Moneycard,1,Master,18,16,2,0,0
Switzerland,191,1,UK_Card,0,Diners,18,16,2,0,12
Switzerland,98,0,UK_Card,0,Diners,18,16,2,0,4
Switzerland,98,0,Simplecard,0,Diners,18,16,2,1,5
Switzerland,98,0,Simplecard,0,Diners,18,16,2,1,6
Austria,322,0,Simplecard,0,Master,18,16,2,0,0
Austria,322,0,UK_Card,0,Master,18,16,2,1,1
Austria,322,0,Simplecard,0,Master,18,16,2,1,2
Austria,283,0,Simplecard,0,Visa,18,16,2,0,4
Austria,283,0,UK_Card,0,Visa,18,16,2,1,5
Austria,283,0,UK_Card,0,Visa,18,16,2,1,6
Austria,283,0,Simplecard,0,Visa,18,16,2,1,7
Germany,100,1,Moneycard,0,Master,18,16,2,0,14
Germany,355,1,UK_Card,1,Master,18,16,2,0,11
Austria,142,1,Simplecard,0,Diners,18,16,2,0,1
Germany,35,0,UK_Card,0,Master,18,16,2,0,15
Germany,275,0,UK_Card,0,Diners,18,16,2,0,36
Switzerland,81,0,UK_Card,0,Diners,18,16,2,0,2
Switzerland,81,0,Moneycard,0,Diners,18,16,2,1,3
Switzerland,81,0,Moneycard,0,Diners,18,16,2,1,4
Switzerland,81,0,Goldcard,0,Diners,18,16,2,1,5
Switzerland,81,1,UK_Card,0,Diners,18,16,2,1,6
Germany,154,0,Moneycard,0,Master,18,16,2,0,15
Germany,154,0,UK_Card,0,Master,18,16,2,1,16
Germany,154,0,UK_Card,0,Master,18,16,2,1,17
Germany,154,1,UK_Card,0,Master,18,16,2,1,18
Germany,62,0,Simplecard,1,Visa,18,16,2,0,8
Switzerland,219,0,UK_Card,0,Master,18,16,2,0,8
Germany,207,0,UK_Card,0,Master,18,16,2,0,16
Germany,87,0,UK_Card,0,Master,18,16,2,0,16
Germany,87,0,Simplecard,0,Master,18,16,2,1,17
Switzerland,346,0,UK_Card,0,Diners,18,16,2,0,12
Switzerland,346,0,UK_Card,0,Diners,18,16,2,1,13
Switzerland,35,0,Simplecard,1,Diners,19,16,2,0,2
Switzerland,35,0,Moneycard,1,Diners,19,16,2,1,3
Switzerland,35,0,UK_Card,1,Diners,19,16,2,1,4
Switzerland,35,0,Simplecard,1,Diners,19,16,2,1,5
Switzerland,35,0,Moneycard,1,Diners,19,16,2,1,6
Switzerland,35,0,Simplecard,1,Diners,19,16,2,1,7
Switzerland,35,0,UK_Card,1,Diners,19,16,2,1,8
Switzerland,35,0,UK_Card,1,Diners,19,16,2,1,9
Switzerland,35,0,UK_Card,1,Diners,19,16,2,1,10
Germany,381,0,UK_Card,1,Diners,19,16,2,0,7
Germany,381,0,UK_Card,1,Diners,19,16,2,1,8
Germany,239,0,Simplecard,0,Master,19,16,2,0,12
Germany,239,0,UK_Card,0,Master,19,16,2,1,13
Germany,257,0,Simplecard,0,Master,19,16,2,0,15
Germany,257,1,Simplecard,0,Master,19,16,2,1,16
Germany,211,0,Goldcard,0,Master,19,16,2,0,20
Germany,211,0,UK_Card,0,Master,19,16,2,1,21
Germany,211,1,Simplecard,0,Master,19,16,2,1,22
Austria,33,0,Moneycard,0,Master,19,16,2,0,10
Germany,259,1,Simplecard,0,Master,19,16,2,0,11
Germany,42,0,UK_Card,0,Visa,19,16,2,0,3
Germany,42,1,UK_Card,0,Visa,19,16,2,1,4
Germany,83,0,Simplecard,0,Master,19,16,2,0,5
Austria,358,1,Moneycard,1,Diners,19,16,2,0,2
Germany,190,0,Goldcard,0,Visa,19,16,2,0,14
Germany,280,0,Simplecard,1,Visa,19,16,2,0,13
Germany,280,0,UK_Card,1,Visa,19,16,2,1,14
Switzerland,204,0,UK_Card,0,Master,19,16,2,0,6
Switzerland,204,0,Simplecard,0,Master,19,16,2,1,7
Germany,155,0,UK_Card,0,Visa,19,16,2,0,12
Germany,105,0,UK_Card,0,Master,19,16,2,0,19
Germany,105,0,UK_Card,0,Master,19,16,2,1,20
Germany,105,0,Moneycard,0,Master,19,16,2,1,21
Germany,105,0,Goldcard,0,Master,19,16,2,1,22
Germany,105,0,UK_Card,0,Master,19,16,2,1,23
Germany,309,0,Simplecard,0,Visa,19,16,2,0,4
Germany,309,0,UK_Card,0,Visa,19,16,2,1,5
Germany,309,0,Moneycard,0,Master,19,16,2,0,5
Germany,309,0,Simplecard,0,Master,19,16,2,1,6
Germany,309,0,UK_Card,0,Master,19,16,2,1,7
Austria,137,1,Moneycard,0,Master,19,16,2,0,3
Germany,293,0,UK_Card,0,Master,20,16,2,0,11
Germany,293,0,UK_Card,0,Master,20,16,2,1,12
Germany,293,0,Moneycard,0,Master,20,16,2,1,13
Germany,293,0,Simplecard,0,Master,20,16,2,1,14
Germany,293,0,Simplecard,0,Master,20,16,2,1,15
Germany,293,1,UK_Card,0,Master,20,16,2,1,17
Germany,293,0,Moneycard,0,Master,20,16,2,1,16
Germany,147,0,Moneycard,0,Diners,20,16,2,0,14
Germany,147,1,UK_Card,0,Diners,20,16,2,1,15
Austria,279,0,UK_Card,0,Master,20,16,2,0,5
Germany,255,0,UK_Card,0,Visa,20,16,2,0,16
Germany,255,0,Simplecard,0,Visa,20,16,2,1,17
Germany,306,0,UK_Card,0,Master,20,16,2,0,15
Germany,306,0,Moneycard,0,Master,20,16,2,1,16
Germany,306,0,UK_Card,0,Master,20,16,2,1,17
Germany,306,1,Moneycard,0,Master,20,16,2,1,18
Switzerland,156,1,UK_Card,1,Visa,20,16,2,0,3
Germany,294,0,UK_Card,0,Master,20,16,2,0,8
Germany,294,0,Simplecard,0,Master,20,16,2,1,9
Germany,294,0,UK_Card,0,Master,20,16,2,1,10
Germany,294,0,UK_Card,0,Master,20,16,2,1,11
Germany,294,0,UK_Card,0,Master,20,16,2,1,12
Switzerland,48,0,UK_Card,0,Diners,20,16,2,0,0
Switzerland,48,0,UK_Card,0,Diners,20,16,2,1,1
Switzerland,48,0,Moneycard,0,Diners,20,16,2,1,2
Germany,260,0,UK_Card,0,Master,20,16,2,0,11
Germany,129,0,UK_Card,0,Visa,20,16,2,0,13
Germany,129,0,Simplecard,0,Visa,20,16,2,1,14
Germany,129,1,Simplecard,0,Visa,20,16,2,1,15
Germany,193,1,Goldcard,0,Diners,20,16,2,0,10
Austria,263,0,Simplecard,0,Master,20,16,2,0,8
Switzerland,286,0,UK_Card,0,Master,20,16,2,0,4
Austria,203,0,Moneycard,1,Diners,20,16,2,0,6
Germany,345,0,Simplecard,0,Visa,20,16,2,0,2
Germany,345,0,UK_Card,0,Visa,20,16,2,1,3
Germany,194,0,UK_Card,0,Master,20,16,2,0,8
Germany,194,0,Moneycard,0,Master,20,16,2,1,9
Austria,246,0,UK_Card,0,Master,20,16,2,0,5
Austria,246,0,Simplecard,0,Master,20,16,2,1,6
Austria,246,0,Simplecard,0,Master,20,16,2,1,7
Austria,246,0,UK_Card,0,Master,20,16,2,1,8
Austria,246,0,UK_Card,0,Master,20,16,2,1,9
Germany,188,1,Goldcard,1,Master,20,16,2,0,18
Germany,220,0,Simplecard,1,Visa,20,16,2,0,7
Germany,220,0,UK_Card,1,Visa,20,16,2,1,8
Switzerland,382,0,UK_Card,0,Visa,21,16,2,0,0
Switzerland,382,0,UK_Card,0,Visa,21,16,2,1,1
Switzerland,382,0,UK_Card,0,Visa,21,16,2,1,2
Switzerland,382,0,UK_Card,0,Visa,21,16,2,1,3
Switzerland,382,0,UK_Card,0,Visa,21,16,2,1,4
Germany,214,1,Goldcard,0,Master,21,16,2,0,35
Germany,211,1,UK_Card,1,Master,21,16,2,0,22
Germany,204,0,UK_Card,0,Master,21,16,2,0,20
Germany,204,0,Simplecard,0,Master,21,16,2,1,21
Germany,204,0,UK_Card,0,Master,21,16,2,1,22
Germany,204,0,UK_Card,0,Master,21,16,2,1,23
Germany,204,0,Simplecard,0,Master,21,16,2,1,24
Germany,204,0,UK_Card,0,Master,21,16,2,1,25
Germany,204,0,UK_Card,0,Master,21,16,2,1,26
Germany,204,0,UK_Card,0,Master,21,16,2,1,27
Germany,234,0,UK_Card,0,Master,21,16,2,0,21
Austria,225,0,UK_Card,0,Master,21,16,2,0,7
Austria,225,0,UK_Card,0,Master,21,16,2,1,8
Austria,225,0,Simplecard,0,Master,21,16,2,1,9
Switzerland,339,0,UK_Card,0,Diners,21,16,2,0,7
Switzerland,339,0,Simplecard,0,Diners,21,16,2,1,8
Germany,89,0,Goldcard,0,Master,21,16,2,0,10
Germany,89,1,UK_Card,0,Master,21,16,2,1,11
Germany,99,0,Simplecard,1,Master,21,16,2,0,21
Germany,99,0,Moneycard,1,Master,21,16,2,1,22
Germany,99,0,Simplecard,1,Master,21,16,2,1,23
Germany,46,0,UK_Card,0,Visa,21,16,2,0,16
Switzerland,173,1,UK_Card,0,Master,21,16,2,0,6
Germany,136,0,Moneycard,0,Master,21,16,2,0,18
Germany,136,1,Goldcard,0,Master,21,16,2,1,19
Austria,141,0,Simplecard,0,Master,21,16,2,0,1
Germany,179,0,Moneycard,1,Master,21,16,2,0,13
Austria,207,0,UK_Card,0,Master,21,16,2,0,3
Austria,207,0,UK_Card,0,Master,21,16,2,1,4
Austria,275,0,UK_Card,0,Master,21,16,2,0,1
Germany,137,0,UK_Card,1,Diners,21,16,2,0,11
Germany,137,0,Moneycard,1,Diners,21,16,2,1,12
Germany,325,0,Simplecard,0,Master,21,16,2,0,3
Germany,325,1,UK_Card,0,Master,21,16,2,1,4
Germany,49,0,UK_Card,1,Diners,21,16,2,0,4
Germany,49,1,UK_Card,1,Diners,21,16,2,1,5
Austria,351,1,Moneycard,0,Master,21,16,2,0,1
Germany,88,0,Moneycard,1,Diners,21,16,2,0,15
Germany,53,1,Moneycard,0,Master,21,16,2,0,2
Germany,132,0,UK_Card,0,Master,22,16,2,0,26
Germany,132,1,UK_Card,0,Master,22,16,2,1,27
Germany,185,0,UK_Card,1,Master,22,16,2,0,9
Germany,185,0,Simplecard,1,Master,22,16,2,1,10
Switzerland,382,0,UK_Card,0,Master,22,16,2,0,4
Switzerland,382,0,Moneycard,0,Master,22,16,2,1,5
Switzerland,382,0,UK_Card,0,Master,22,16,2,1,6
Switzerland,382,0,Goldcard,0,Master,22,16,2,1,7
Austria,168,1,Simplecard,1,Visa,22,16,2,0,4
Germany,178,1,Simplecard,0,Visa,22,16,2,0,8
Germany,58,0,Simplecard,0,Diners,22,16,2,0,2
